Fighter_Name,Height_cm,Weight_lbs,Reach_cm,Age,Win_Rate,Total_Fights,SLpM,Str_Acc_f,SApM,Str_Def_f,TD_Avg,TD_Acc_f,TD_Def_f,Sub_Avg
Assuerio Silva,177.8,241.0,182.9,49.5,0.6666666666666666,24,1.42,0.46,4.2,0.54,2.66,0.34,0.25,1.8
Anderson Silva,188.0,185.0,195.6,48.7,0.7555555555555555,45,3.05,0.61,2.05,0.6,0.5,0.77,0.69,0.8
Wanderlei Silva,180.3,205.0,188.0,47.5,0.7142857142857143,49,2.79,0.4,2.19,0.6,0.97,0.53,0.62,0.6
Thiago Silva,188.0,205.0,188.0,41.1,0.76,25,3.92,0.5,2.55,0.67,1.03,0.47,0.7,0.7
Paulo Cesar Silva,198.1,265.0,182.9,59.08299999999999,0.25,8,0.4,0.15,2.72,0.47,0.42,1.0,0.16,0.4
Jean Silva,167.6,160.0,182.9,46.2,0.5588235294117647,34,0.73,0.22,2.93,0.52,0.0,0.0,0.0,0.0
Edson Silva,177.8,205.0,182.9,36.8,0.5384615384615384,26,2.69,0.14,5.37,0.5,0.0,0.0,0.0,0.0
Sidney Silva,190.5,170.0,182.9,51.8,0.6666666666666666,12,2.86,0.65,3.3,0.34,3.3,1.0,0.0,0.0
Jay Silva,188.0,185.0,182.9,42.6,0.45454545454545453,22,1.13,0.34,3.07,0.4,0.0,0.0,0.38,1.0
Antonio Silva,193.0,264.0,203.2,44.3,0.59375,32,2.89,0.45,3.09,0.5,0.82,0.29,0.66,0.8
Fabio Silva,180.3,205.0,182.9,41.8,0.1111111111111111,9,0.09,0.11,5.9,0.38,0.0,0.0,0.0,0.0
Erick Silva,182.9,170.0,188.0,39.5,0.6785714285714286,28,2.5,0.48,4.18,0.49,0.85,0.35,0.56,1.4
Leandro Silva,175.3,155.0,182.9,38.1,0.7407407407407407,27,2.39,0.48,2.08,0.63,1.76,0.37,0.65,0.4
Claudio Silva,180.3,170.0,180.3,41.3,0.7777777777777778,18,2.48,0.42,3.0,0.46,2.85,0.26,0.44,1.1
Wagner Silva,182.9,170.0,182.9,36.9,0.6666666666666666,9,1.69,0.29,2.87,0.65,0.0,0.0,0.58,0.0
Rafael Silva,170.2,135.0,182.9,38.8,0.8235294117647058,34,0.67,0.5,0.73,0.67,0.0,0.0,0.25,1.0
Joaquim Silva,172.7,155.0,175.3,34.9,0.7,20,3.43,0.43,4.17,0.53,0.34,0.5,0.7,0.8
Felipe Silva,182.9,155.0,195.6,39.6,0.8,10,5.4,0.5,1.8,0.59,1.0,1.0,0.71,0.0
Dayana Silva,170.2,135.0,182.9,33.3,0.6363636363636364,11,6.33,0.51,5.93,0.57,0.0,0.0,0.42,0.0
Bruno Silva,182.9,185.0,188.0,34.5,0.6388888888888888,36,3.86,0.48,5.35,0.41,0.77,0.22,0.74,0.0
Gabriel Silva,167.6,135.0,180.3,29.3,0.8,10,1.3,0.34,3.47,0.45,1.5,0.25,0.38,0.5
Jacob Silva,165.1,125.0,170.2,35.9,0.6,10,4.17,0.44,4.92,0.56,1.51,1.0,0.66,0.0
Natalia Silva,162.6,125.0,165.1,26.9,0.7692307692307693,26,4.81,0.45,2.36,0.66,0.43,0.3,0.9,0.0
Jansey Silva,188.0,185.0,170.2,28.6,0.7777777777777778,9,0.46,0.4,2.32,0.33,0.0,0.0,0.0,0.0
Maria Silva,160.0,115.0,162.6,28.0,0.8888888888888888,9,3.0,0.57,1.13,0.62,2.0,1.0,0.55,0.5
Erik Silva,175.3,145.0,180.3,36.8,0.6923076923076923,13,2.06,0.67,1.52,0.4,3.26,0.8,0.6,0.0
Janaina Silva,157.5,115.0,160.0,31.9,0.8333333333333334,6,0.0,0.0,1.5,0.62,0.0,0.0,0.0,0.0
Jhonata Silva,165.1,125.0,167.6,26.7,0.8,10,4.86,0.52,9.85,0.44,0.0,0.0,0.0,0.0
Frank Silva,177.8,125.0,182.9,21.6,0.875,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samuel Silva,182.9,155.0,182.9,28.0,0.6842105263157895,19,2.58,0.27,8.61,0.37,0.0,0.0,0.0,0.0
Douglas Silva de Andrade,170.2,145.0,172.7,38.5,0.8055555555555556,36,3.54,0.38,4.09,0.56,0.54,0.42,0.71,0.2
Leonardo Silva de Oliveira,188.0,185.0,182.9,31.7,0.75,16,1.07,0.4,0.54,0.5,8.49,0.5,0.0,0.0
Marcus Silveira,190.5,242.0,182.9,59.08299999999999,0.6,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elias Silverio,180.3,155.0,185.4,37.3,0.8125,16,3.67,0.49,2.97,0.51,1.62,0.38,0.85,0.2
Sim Kai Xiong,167.6,135.0,170.2,26.3,0.7777777777777778,9,2.85,0.42,3.64,0.55,3.49,0.25,1.0,0.0
Jamey Simmons,167.6,135.0,177.8,31.3,0.6363636363636364,11,0.79,0.21,1.92,0.74,0.0,0.0,0.5,0.0
Aaron Simpson,182.9,170.0,185.4,49.5,0.7058823529411765,17,3.6,0.52,2.53,0.56,3.78,0.34,0.83,0.5
Wes Sims,198.1,260.0,182.9,44.4,0.6153846153846154,39,0.98,0.51,2.95,0.37,0.0,0.0,0.4,2.3
Marlon Sims,177.8,170.0,182.9,50.0,0.42857142857142855,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tony Sims,180.3,155.0,177.8,38.2,0.75,16,1.81,0.63,0.76,0.65,0.71,0.5,0.5,0.7
Everett Sims,195.6,260.0,195.6,35.3,0.8,5,0.81,0.66,2.19,0.3,0.0,0.0,0.42,1.2
Lodune Sincaid,175.3,185.0,182.9,50.7,0.625,24,2.72,0.42,6.17,0.57,0.0,0.0,0.75,0.0
Rob Sinclair,172.7,155.0,182.9,43.9,0.7222222222222222,18,1.2,0.33,1.73,0.73,0.0,0.0,0.5,0.0
Rory Singer,188.0,185.0,195.6,47.6,0.55,20,2.55,0.39,2.42,0.63,0.39,0.25,0.64,0.8
Rana Rudra Pratap Singh,177.8,135.0,175.3,26.6,0.8461538461538461,13,0.0,0.0,9.05,0.27,0.0,0.0,0.0,0.0
Kiran Singh,157.5,115.0,165.1,23.4,0.6363636363636364,11,0.0,0.0,12.814899999999998,0.23,0.0,0.0,0.0,0.0
Elvis Sinosic,190.5,205.0,195.6,52.9,0.35,20,1.13,0.37,4.6,0.53,0.0,0.0,0.0,1.2
Mitchell Sipe,188.0,245.0,182.9,27.7,0.8,5,5.5,0.56,9.98,0.46,1.53,0.2,0.0,0.0
Gian Siqueira,185.4,170.0,188.0,29.5,0.7916666666666666,24,0.8,0.75,3.41,0.19,0.0,0.0,0.0,0.0
Jeremia Siregar,157.5,125.0,160.0,32.4,0.6666666666666666,9,2.8,0.42,7.37,0.29,0.0,0.0,0.75,0.0
AJ Siscoe,170.2,135.0,182.9,36.8,0.3333333333333333,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yokthai Sithoar,170.2,143.0,182.9,49.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeri Sitzes,165.1,125.0,182.9,36.8,0.75,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dennis Siver,167.6,145.0,177.8,45.0,0.6764705882352942,34,3.87,0.32,2.67,0.65,0.87,0.32,0.65,0.3
Chas Skelly,180.3,145.0,182.9,38.6,0.8636363636363636,22,2.01,0.4,3.21,0.49,1.74,0.34,0.39,2.3
Matt Skelton,190.5,265.0,182.9,56.9,0.0,1,0.0,0.0,0.54,0.0,0.0,0.0,0.66,0.0
Zach Skinner,167.6,145.0,182.9,36.8,0.47619047619047616,21,0.53,0.5,2.4,0.32,5.0,0.27,1.0,1.0
Brian Sleeman,172.7,185.0,182.9,36.8,0.47368421052631576,19,4.0,0.48,1.85,0.7,8.49,1.0,1.0,0.0
Joe Slick,182.9,199.0,182.9,46.2,0.6666666666666666,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ray Sloan,185.4,205.0,182.9,38.5,0.8888888888888888,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kestutis Smirnovas,177.8,200.0,182.9,47.7,0.7058823529411765,34,4.95,0.52,5.05,0.54,1.55,0.5,1.0,1.6
Maurice Smith,188.0,221.0,182.9,59.08299999999999,0.46153846153846156,26,0.41,0.46,0.47,0.6,0.89,0.5,0.2,0.9
Patrick Smith,188.0,225.0,182.9,59.08299999999999,0.5405405405405406,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott Smith,182.9,185.0,177.8,44.6,0.6206896551724138,29,1.9,0.27,5.87,0.5,0.12,0.06,0.58,0.5
Eric Smith,177.8,155.0,182.9,36.8,0.5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Smith,182.9,155.0,182.9,41.5,0.5294117647058824,17,0.73,0.28,1.4,0.54,0.0,0.0,0.57,2.0
David Smith,177.8,155.0,182.9,36.8,0.8333333333333334,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Smith,177.8,155.0,182.9,36.8,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dillon Smith,182.9,170.0,182.9,40.0,0.6923076923076923,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trevor Smith,190.5,185.0,190.5,43.0,0.6,25,3.29,0.55,3.31,0.51,1.7,0.32,0.6,0.7
Anthony Smith,193.0,205.0,193.0,35.4,0.6333333333333333,58,3.19,0.49,5.04,0.44,0.44,0.22,0.5,0.6
Colton Smith,182.9,155.0,180.3,36.4,0.6363636363636364,11,1.64,0.41,2.3,0.51,4.09,0.36,0.25,1.4
Gilbert Smith,175.3,185.0,182.9,42.2,0.6666666666666666,18,1.09,0.41,2.73,0.35,3.51,0.6,0.0,1.2
Leslie Smith,175.3,135.0,167.6,41.4,0.5555555555555556,18,7.56,0.4,8.41,0.51,0.0,0.0,0.62,0.0
Devonte Smith,175.3,155.0,193.0,30.4,0.7333333333333333,15,4.55,0.53,3.91,0.49,0.35,0.25,0.85,0.3
Cole Smith,180.3,135.0,170.2,34.7,0.7777777777777778,9,1.78,0.35,1.96,0.49,1.67,0.33,0.45,1.7
Nate Smith,167.6,125.0,175.3,28.7,0.8571428571428571,7,1.28,0.38,2.04,0.35,0.0,0.0,0.33,2.3
Braxton Smith,180.3,257.0,182.9,34.0,0.7142857142857143,7,6.46,0.48,11.54,0.32,0.0,0.0,1.0,0.0
Jacobe Smith,177.8,170.0,182.9,28.0,1.0,12,6.89,0.67,2.78,0.47,7.78,0.91,1.0,0.7
Walter Smith-Cotito,172.7,135.0,182.9,36.8,0.4444444444444444,9,2.95,0.36,3.53,0.68,2.16,0.33,0.57,0.0
Justin Smitley,177.8,145.0,182.9,36.8,0.5555555555555556,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dmitrii Smoliakov,188.0,253.0,188.0,41.4,0.75,12,1.44,0.42,3.81,0.55,0.0,0.0,0.75,0.0
Louis Smolka,175.3,135.0,172.7,32.5,0.6538461538461539,26,4.67,0.47,4.11,0.53,1.69,0.35,0.32,1.8
Shimon Smotritsky,188.0,170.0,188.0,23.4,0.8,10,3.52,0.34,8.67,0.56,3.52,0.33,0.5,0.0
Richie Smullen,175.3,155.0,172.7,32.4,0.6,5,1.98,0.75,2.26,0.65,8.49,0.66,0.0,0.0
Devin Smyth,177.8,170.0,182.9,28.4,0.6666666666666666,6,2.6,0.68,6.73,0.25,4.0,0.26,1.0,0.0
Denis Sobolev,190.5,216.0,182.9,48.4,0.36363636363636365,11,0.0,0.0,5.45,0.33,0.0,0.0,0.0,0.0
Peter Sobotta,182.9,170.0,190.5,37.0,0.68,25,2.14,0.4,2.9,0.58,1.53,0.32,0.77,0.5
Renato Sobral,185.4,205.0,190.5,48.3,0.7708333333333334,48,2.23,0.45,1.53,0.57,2.48,0.42,0.65,2.6
Rameau Thierry Sokoudjou,177.8,205.0,198.1,39.7,0.5,36,2.26,0.45,2.61,0.56,1.93,0.47,0.78,0.9
Alexander Soldatkin,188.0,250.0,190.5,30.6,0.7777777777777778,18,1.16,0.6,1.35,0.26,1.45,0.5,0.5,0.0
Joe Solecki,175.3,155.0,177.8,30.3,0.6842105263157895,19,1.97,0.53,1.85,0.5,2.06,0.48,0.14,1.4
Chris Solomon,180.3,155.0,182.9,36.8,0.6923076923076923,1,0.0,0.0,2.8,0.37,0.0,0.0,0.33,0.0
Joe Son,162.6,236.0,182.9,53.1,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paul Song,177.8,185.0,182.9,36.9,0.5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Song Kenan,182.9,170.0,180.3,33.8,0.7096774193548387,31,4.49,0.46,5.82,0.51,0.42,0.3,0.73,0.0
Hyeonjong Song,177.8,135.0,182.9,21.7,0.8888888888888888,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emrah Sonmez,177.8,145.0,180.3,31.5,0.7368421052631579,19,1.47,0.46,1.73,0.48,5.0,0.21,0.0,0.0
Chael Sonnen,185.4,205.0,185.4,46.7,0.6444444444444445,45,3.08,0.43,1.1,0.62,3.81,0.59,0.66,0.4
Cody Sons,175.3,205.0,182.9,36.8,0.3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jin Soo Son,167.6,135.0,175.3,30.8,0.6923076923076923,13,5.1,0.36,7.63,0.52,1.5,0.25,1.0,0.0
Emiliano Sordi,188.0,205.0,182.9,32.9,0.6956521739130435,23,4.79,0.5,4.79,0.48,0.0,0.0,1.0,6.9829999999999925
Sean Soriano,175.3,145.0,177.8,34.2,0.6363636363636364,22,3.18,0.61,2.14,0.56,1.33,0.55,0.52,0.0
Dmitry Sosnovskiy,190.5,240.0,195.6,34.5,1.0,11,2.95,0.7,2.53,0.35,3.16,0.66,1.0,3.2
Ben Sosoli,182.9,265.0,182.9,34.1,0.7,10,2.31,0.31,4.3,0.47,0.0,0.0,0.0,0.0
Krzysztof Soszynski,185.4,205.0,195.6,46.4,0.6666666666666666,39,3.37,0.39,3.13,0.58,0.52,0.25,0.71,1.0
George Sotiropoulos,177.8,155.0,180.3,46.5,0.6666666666666666,21,2.61,0.27,2.52,0.67,2.32,0.31,0.53,1.6
Greg Soto,180.3,170.0,185.4,37.6,0.6923076923076923,13,3.21,0.63,2.61,0.52,1.49,0.27,0.44,1.0
Alex Soto,172.7,135.0,182.9,39.9,0.6666666666666666,12,2.95,0.25,5.02,0.59,2.82,0.3,0.0,0.0
Joe Soto,167.6,135.0,165.1,36.8,0.72,25,3.36,0.41,5.37,0.67,0.85,0.21,0.7,1.9
Mario Soto,182.9,145.0,182.9,36.8,0.7777777777777778,9,1.43,0.23,5.23,0.42,0.0,0.0,0.0,0.0
Andre Soukhamthath,175.3,135.0,177.8,35.2,0.6190476190476191,21,2.77,0.44,4.31,0.49,1.25,0.53,0.58,0.2
Mario Sousa,190.5,185.0,200.7,27.2,0.8333333333333334,18,2.82,0.5,2.99,0.28,0.52,0.25,0.37,0.5
Bobby Southworth,188.0,205.0,182.9,54.0,0.625,16,0.99,0.39,1.38,0.65,3.98,0.78,0.64,1.3
Jacare Souza,185.4,185.0,182.9,44.1,0.7222222222222222,36,2.53,0.47,2.83,0.62,2.57,0.39,0.57,1.3
Edimilson Souza,182.9,145.0,188.0,39.2,0.75,20,4.65,0.44,2.91,0.58,0.0,0.0,0.5,0.0
Livinha Souza,160.0,115.0,160.0,32.8,0.7777777777777778,18,1.75,0.45,3.6,0.56,2.54,0.45,0.4,1.4
Bruno Souza,177.8,145.0,177.8,27.8,0.7692307692307693,13,3.73,0.39,5.3,0.45,0.5,0.16,0.6,0.0
Heraldo Souza,180.3,185.0,185.4,29.0,0.75,12,1.62,0.33,1.62,0.5,0.0,0.0,0.0,0.0
Charon Spain,175.3,155.0,182.9,35.8,0.35,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Spang,188.0,170.0,182.9,36.1,0.6666666666666666,9,1.83,0.36,1.95,0.6,0.0,0.0,0.5,0.9
Andreas Spang,185.4,185.0,182.9,45.1,0.75,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ron Sparks,195.6,265.0,182.9,36.8,0.7272727272727273,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tommy Speer,177.8,170.0,180.3,39.4,0.75,28,2.56,0.51,5.12,0.35,2.02,0.33,0.33,0.0
Patrick Speight,185.4,170.0,182.9,36.8,0.7,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean Spencer,177.8,170.0,188.0,36.5,0.6666666666666666,18,4.24,0.32,4.02,0.6,0.14,0.33,0.68,0.0
Felicia Spencer,167.6,145.0,172.7,33.1,0.75,12,3.21,0.48,4.54,0.45,1.18,0.18,0.27,0.2
Sam Spengler,180.3,185.0,182.9,47.7,0.6428571428571429,14,3.27,0.62,3.27,0.54,1.75,0.11,0.75,1.8
Nick Sperling,177.8,135.0,182.9,36.8,0.42857142857142855,7,1.4,0.25,1.4,0.66,0.0,0.0,0.0,0.0
Mario Sperry,188.0,205.0,182.9,57.3,0.7647058823529411,17,2.81,0.52,1.53,0.47,2.09,0.42,0.71,1.4
Eric Spicely,185.4,185.0,185.4,37.3,0.6666666666666666,18,3.71,0.45,5.72,0.55,1.31,0.2,0.75,1.0
Waachiim Spiritwolf,172.7,170.0,182.9,48.0,0.46153846153846156,26,8.906399999999994,0.75,10.0,0.0,0.0,0.0,0.0,0.0
Daniel Spitz,198.1,245.0,203.2,33.4,0.6666666666666666,9,2.6,0.35,5.3,0.46,0.74,0.66,0.0,0.0
Daniel Spohn,193.0,205.0,200.7,39.2,0.7142857142857143,21,2.42,0.49,1.6,0.53,0.0,0.0,0.28,2.5
Pete Spratt,175.3,170.0,182.9,53.0,0.5208333333333334,48,1.63,0.48,1.33,0.55,0.3,1.0,0.46,0.3
Austin Springer,172.7,145.0,180.3,36.6,0.75,16,3.54,0.57,3.15,0.41,3.37,0.4,1.0,0.8
Georges St-Pierre,180.3,185.0,193.0,42.6,0.9285714285714286,28,3.78,0.53,1.4,0.72,4.16,0.74,0.83,1.1
Bobby Stack,175.3,155.0,182.9,36.8,0.7272727272727273,11,1.0,0.2,2.89,0.34,7.48,0.45,1.0,0.0
Andreas Stahl,180.3,170.0,182.9,35.6,0.7142857142857143,14,2.83,0.37,4.74,0.57,1.55,0.66,0.8,0.0
Ron Stallings,188.0,170.0,190.5,40.9,0.6363636363636364,22,3.22,0.6,3.26,0.51,0.0,0.0,0.71,0.0
Cody Stamann,167.6,135.0,162.6,34.1,0.7,30,4.32,0.46,3.91,0.6,2.17,0.37,0.76,0.0
Cristina Stanciu,160.0,115.0,182.9,29.8,0.7142857142857143,7,2.5,0.5,3.07,0.52,0.85,1.0,0.4,1.7
Brian Stann,185.4,205.0,188.0,43.3,0.6666666666666666,18,3.28,0.42,2.65,0.59,0.12,0.12,0.6,0.3
Josh Stansbury,188.0,205.0,188.0,39.1,0.3333333333333333,12,3.22,0.54,3.54,0.54,0.0,0.0,0.87,1.0
Dion Staring,185.4,235.0,182.9,45.6,0.7142857142857143,49,1.09,0.37,5.0,0.47,0.0,0.0,0.33,0.0
Lucas Stark,177.8,155.0,182.9,36.8,0.16666666666666666,6,1.6,0.25,3.2,0.66,8.49,1.0,0.0,0.0
Clifford Starks,182.9,185.0,198.1,42.7,0.8125,16,1.94,0.33,2.49,0.58,1.94,1.0,0.6,0.0
Kalib Starnes,190.5,185.0,188.0,49.0,0.5862068965517241,29,2.71,0.48,4.43,0.53,1.46,0.33,0.25,0.6
Laureano Staropoli,185.4,185.0,180.3,30.8,0.6428571428571429,14,3.31,0.34,3.73,0.54,0.83,0.26,0.48,0.0
Damian Stasiak,165.1,135.0,177.8,33.9,0.625,16,1.86,0.36,3.1,0.52,2.64,0.35,0.43,0.6
Adam Steele,177.8,170.0,182.9,36.8,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominique Steele,177.8,170.0,188.0,35.9,0.6086956521739131,23,2.32,0.49,2.42,0.5,2.95,0.42,0.76,0.0
Ricky Steele,175.3,135.0,188.0,35.6,1.0,6,4.07,0.7,2.93,0.5,0.0,0.0,0.91,0.0
Eric Steenberg,177.8,155.0,182.9,40.5,0.8333333333333334,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve Steinbeiss,190.5,185.0,190.5,42.7,0.6923076923076923,13,3.92,0.55,1.86,0.49,0.44,0.5,0.58,0.0
Ray Steinbeiss,180.3,170.0,182.9,44.3,0.6666666666666666,21,0.0,0.0,0.0,0.7982999999999993,0.0,0.0,0.0,0.0
Dmitri Stepanov,190.5,217.0,182.9,36.8,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marc Stevens,175.3,155.0,182.9,38.6,0.6774193548387096,31,0.45,0.26,1.79,0.46,0.0,0.0,0.0,0.0
Joe Stevenson,170.2,145.0,177.8,41.5,0.673469387755102,49,2.05,0.44,2.44,0.6,2.75,0.44,0.39,2.2
Maia Stevenson,162.6,115.0,160.0,41.8,0.5454545454545454,11,1.57,0.54,3.13,0.33,3.91,1.0,0.5,0.0
Luke Stewart,180.3,170.0,182.9,36.8,0.6666666666666666,9,3.75,0.56,2.34,0.53,3.75,0.33,0.5,1.9
Darren Stewart,182.9,205.0,188.0,33.0,0.6,20,3.05,0.45,3.29,0.48,1.75,0.45,0.67,0.1
Kyle Stewart,182.9,170.0,193.0,34.9,0.7857142857142857,14,1.41,0.35,2.42,0.43,1.32,0.2,0.6,0.0
Alex Stiebling,188.0,205.0,182.9,47.0,0.6129032258064516,31,1.77,0.42,1.45,0.52,0.35,0.66,0.66,0.7
Tyler Stinson,190.5,170.0,182.9,38.0,0.75,40,2.8,0.23,4.6,0.56,0.5,1.0,0.0,0.5
Dan Stittgen,185.4,170.0,182.9,43.1,0.7058823529411765,17,2.97,0.46,4.42,0.37,0.78,1.0,1.0,0.0
Lazar Stojadinovic,170.2,145.0,172.7,34.8,0.7058823529411765,17,1.82,0.29,1.97,0.59,0.0,0.0,0.0,0.0
Denis Stojnic,182.9,245.0,182.9,43.9,0.8125,16,1.51,0.23,6.06,0.36,0.0,0.0,0.8,1.0
Julija Stoliarenko,170.2,125.0,167.6,30.7,0.4782608695652174,23,2.74,0.38,4.45,0.46,0.78,0.2,0.54,1.4
Niklas Stolze,185.4,155.0,188.0,31.0,0.6666666666666666,18,2.12,0.48,2.25,0.49,0.66,1.0,0.55,0.7
Ken Stone,172.7,135.0,180.3,41.2,0.7333333333333333,15,3.85,0.49,2.9,0.48,1.24,0.33,0.6,0.6
Ryan Stonitsch,175.3,170.0,182.9,46.9,0.8888888888888888,9,2.53,0.36,2.53,0.71,0.0,0.0,0.0,0.0
George Stork,177.8,185.0,182.9,36.8,0.4375,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rick Story,175.3,170.0,180.3,39.3,0.6785714285714286,28,3.8,0.41,2.17,0.62,2.53,0.48,0.63,0.9
Darko Stosic,182.9,205.0,193.0,31.9,0.7647058823529411,17,2.61,0.45,4.04,0.58,3.42,0.5,0.83,0.0
Greg Stott,170.2,220.0,182.9,36.8,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Curtis Stout,185.4,185.0,182.9,50.1,0.4583333333333333,24,0.69,0.67,3.2,0.29,0.0,0.0,0.2,0.0
Sam Stout,175.3,155.0,177.8,39.7,0.6060606060606061,33,4.17,0.28,4.08,0.57,0.63,0.38,0.77,0.1
Tim Stout,180.3,185.0,182.9,44.9,0.5454545454545454,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jesse Strader,170.2,135.0,177.8,32.6,0.625,8,5.03,0.51,5.28,0.47,3.87,0.57,1.0,0.0
Gennaro Strangis,177.8,155.0,182.9,36.8,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dave Strasser,177.8,170.0,182.9,54.5,0.7575757575757576,33,3.04,0.45,1.88,0.59,0.72,0.33,0.33,0.0
Daniel Straus,170.2,145.0,180.3,39.4,0.7741935483870968,31,4.76,0.43,2.99,0.57,0.84,0.15,0.81,1.1
Gerald Strebendt,175.3,155.0,182.9,44.8,0.5625,16,0.0,0.0,4.0,0.38,0.0,0.0,0.0,6.9829999999999925
Mark Striegl,172.7,145.0,177.8,35.5,0.8181818181818182,22,1.4,0.45,4.07,0.4,0.0,0.0,0.66,0.0
Hans Stringer,190.5,205.0,182.9,36.5,0.6666666666666666,33,3.16,0.61,2.84,0.41,2.4,0.36,0.62,0.0
Stefan Struve,198.1,265.0,203.2,35.9,0.717391304347826,46,3.12,0.47,4.04,0.46,0.56,0.46,0.55,1.7
Josh Stuart,175.3,160.0,182.9,36.8,0.2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Stumpf,177.8,170.0,182.9,37.4,0.7333333333333333,15,3.34,0.43,8.85,0.47,1.59,0.25,0.33,0.8
Kyle Sturgeon,190.5,225.0,182.9,59.08299999999999,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Masanori Suda,175.3,183.0,182.9,36.8,0.6111111111111112,36,1.8,0.5,1.2,0.63,0.0,0.0,0.6,0.0
Genki Sudo,175.3,155.0,182.9,45.8,0.7142857142857143,21,1.55,0.39,2.23,0.33,3.58,0.6,0.5,4.2
Lucasz Sudolski,193.0,205.0,190.5,30.5,0.8888888888888888,9,5.7,0.67,4.89,0.28,0.0,0.0,1.0,0.0
Daisuke Sugie,167.6,160.0,182.9,43.2,0.5263157894736842,19,0.0,0.0,0.22,0.7982999999999993,3.27,0.5,0.0,3.3
Takashi Sugiura,180.3,225.0,182.9,53.6,0.25,4,1.37,0.4,2.08,0.53,1.33,0.66,0.0,0.0
Naho Sugiyuma,157.5,115.0,182.9,45.9,0.7058823529411765,17,2.59,0.48,2.45,0.71,2.05,1.0,0.66,0.0
Sulangrangbo,175.3,135.0,167.6,21.6,0.7142857142857143,14,3.96,0.48,3.2,0.62,0.0,0.0,0.72,0.0
George Sullivan,182.9,170.0,185.4,42.8,0.7083333333333334,24,3.53,0.39,2.42,0.57,1.37,0.2,0.38,0.7
Amar Suloev,175.3,183.0,182.9,47.5,0.7741935483870968,31,1.98,0.37,2.19,0.7,0.27,1.0,0.88,0.3
Magomed Sultanakhmedov,188.0,185.0,182.9,39.6,0.75,24,0.0,0.0,2.4,0.42,8.49,1.0,0.0,6.9829999999999925
Justin Sumter,188.0,185.0,203.2,34.1,0.7,10,2.68,0.48,7.64,0.34,2.87,1.0,0.0,0.0
Rama Supandhi,165.1,125.0,167.6,32.2,0.6666666666666666,12,2.2,0.42,3.53,0.48,1.0,0.11,0.0,0.0
Aji Susilo,177.8,155.0,182.9,36.8,0.6,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Suttie,182.9,210.0,182.9,50.4,0.0,1,2.07,0.75,4.97,0.36,0.0,0.0,0.0,0.0
Joel Sutton,180.3,205.0,182.9,54.5,0.2857142857142857,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chad Sutton,185.4,185.0,182.9,41.4,0.5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danilo Suzart,182.9,260.0,182.9,32.1,0.8181818181818182,11,4.09,0.55,11.73,0.51,0.0,0.0,0.0,0.0
Martin Svensson,185.4,155.0,182.9,38.7,0.7142857142857143,21,2.02,0.38,5.91,0.38,0.0,0.0,0.0,0.0
Daniel Swain,175.3,145.0,177.8,32.9,0.6451612903225806,31,0.8,0.44,3.2,0.4,0.0,0.0,0.0,6.0
