Fighter_Name,Height_cm,Weight_lbs,Reach_cm,Age,Win_Rate,Total_Fights,SLpM,Str_Acc_f,SApM,Str_Def_f,TD_Avg,TD_Acc_f,TD_Def_f,Sub_Avg
Sean Lally,182.9,170.0,182.9,33.2,0.7,10,5.34,0.39,7.23,0.3,0.0,0.0,0.0,0.0
Ricardo Lamas,172.7,145.0,180.3,41.6,0.7142857142857143,28,3.13,0.47,2.87,0.57,1.84,0.33,0.46,0.9
Jason Lambert,190.5,185.0,190.5,48.6,0.6666666666666666,39,3.21,0.58,1.84,0.5,1.35,0.36,0.28,2.4
Jose Landi-Jons,180.3,170.0,182.9,50.3,0.6444444444444445,45,0.99,0.4,0.77,0.43,2.2,0.8,0.4,2.2
Aaron Lanfranco,177.8,155.0,182.9,37.3,0.8333333333333334,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeremy Lang,180.3,205.0,182.9,48.6,0.9130434782608695,23,1.13,0.5,1.41,0.42,4.22,0.6,0.0,4.2
Lionel Lanham,177.8,205.0,182.9,43.3,0.8333333333333334,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lina Lansberg,170.2,135.0,165.1,41.8,0.5555555555555556,18,2.69,0.55,3.87,0.44,0.52,0.27,0.47,0.1
Taylor Lapilus,167.6,135.0,185.4,31.7,0.84,25,4.59,0.48,2.61,0.62,0.27,0.33,0.77,0.3
Chad Laprise,177.8,170.0,180.3,37.4,0.7647058823529411,17,4.78,0.42,3.59,0.65,1.05,0.54,0.78,0.0
Anthony Lapsley,175.3,170.0,182.9,43.9,0.7666666666666667,30,0.53,0.34,0.58,0.66,0.0,0.0,0.2,0.0
TJ Laramie,167.6,145.0,167.6,26.2,0.7058823529411765,17,1.49,0.5,2.64,0.38,1.44,0.33,0.4,0.0
Icho Larenas,190.5,235.0,182.9,43.8,0.5454545454545454,11,0.17,0.15,2.5,0.28,0.0,0.0,0.14,0.0
Lorenz Larkin,180.3,170.0,182.9,37.3,0.75,24,3.53,0.46,2.74,0.63,0.27,0.42,0.79,0.1
Jeremy Larsen,177.8,145.0,177.8,39.6,0.6153846153846154,13,4.87,0.48,5.75,0.57,2.49,0.33,0.0,0.0
Brock Larson,180.3,170.0,180.3,46.4,0.8076923076923077,52,1.39,0.46,1.5,0.55,2.67,0.34,0.43,2.0
Ryan Larson,177.8,170.0,182.9,43.0,0.75,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bobby Lashley,190.5,255.0,198.1,47.5,0.8823529411764706,17,3.1,0.63,0.76,0.63,8.49,0.7,0.0,0.0
Ilir Latifi,177.8,230.0,185.4,41.4,0.6538461538461539,26,2.05,0.45,2.93,0.56,2.11,0.35,1.0,0.3
Sione Latu,182.9,215.0,182.9,36.8,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phillip Latu,190.5,205.0,193.0,32.9,0.75,8,3.4,0.51,7.07,0.31,0.0,0.0,1.0,0.0
Jenel Lausa,165.1,125.0,172.7,35.4,0.5833333333333334,12,1.44,0.42,3.53,0.53,0.55,0.66,0.51,0.8
Joe Lauzon,177.8,155.0,180.3,39.6,0.6363636363636364,44,2.84,0.39,5.39,0.54,2.39,0.45,0.54,2.0
Dan Lauzon,177.8,155.0,182.9,35.8,0.7391304347826086,23,1.34,0.25,4.09,0.61,1.63,0.33,0.8,2.7
Sandra Lavado,170.2,115.0,167.6,29.7,0.7692307692307693,13,0.87,0.37,2.67,0.34,0.0,0.0,0.33,0.0
Chatt Lavender,172.7,170.0,182.9,47.6,0.5625,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody Law,177.8,145.0,182.9,28.8,0.8181818181818182,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Muhammed Lawal,182.9,205.0,198.1,43.0,0.7777777777777778,27,3.79,0.52,1.61,0.66,5.96,0.75,0.87,0.0
Robbie Lawler,180.3,170.0,188.0,41.8,0.6521739130434783,46,3.85,0.47,4.67,0.59,0.65,0.64,0.65,0.0
Tom Lawlor,182.9,205.0,188.0,40.6,0.625,16,2.5,0.42,2.41,0.6,2.46,0.32,0.57,1.4
Justin Lawrence,172.7,145.0,170.2,33.6,0.7142857142857143,14,3.84,0.35,2.83,0.67,0.72,0.28,0.73,0.0
Lance Lawrence,185.4,145.0,188.0,30.5,0.8,5,5.87,0.5,9.8,0.24,1.0,1.0,0.5,0.0
Ronnie Lawrence,172.7,135.0,172.7,31.6,0.8,10,2.78,0.56,1.75,0.52,6.75,0.77,0.45,0.2
Eric Lawson,182.9,185.0,182.9,42.9,0.6428571428571429,14,1.58,0.57,1.97,0.44,8.49,0.42,0.0,3.0
Jimmy Lawson,182.9,265.0,195.6,32.1,0.6666666666666666,6,0.07,0.08,1.6,0.44,0.0,0.0,0.0,0.0
Valmir Lazaro,182.9,155.0,185.4,38.4,0.75,20,4.87,0.37,4.09,0.61,1.33,0.4,0.96,0.0
Zviad Lazishvili,167.6,135.0,175.3,32.2,0.9285714285714286,14,4.2,0.39,6.13,0.51,0.0,0.0,0.0,0.0
Mounir Lazzez,185.4,170.0,193.0,36.1,0.7857142857142857,14,7.49,0.55,5.42,0.53,1.8,0.57,0.71,0.0
Cung Le,175.3,185.0,177.8,51.6,0.75,12,4.36,0.48,2.98,0.66,1.37,0.71,0.88,0.3
Thanh Le,175.3,145.0,188.0,38.3,0.8571428571428571,7,1.97,0.4,1.82,0.7,0.0,0.0,1.0,0.0
Quang Le,170.2,135.0,177.8,32.2,0.75,12,2.82,0.38,4.59,0.49,2.9,0.33,1.0,0.4
Carlos Leal,180.3,170.0,188.0,29.7,0.7666666666666667,30,8.75,0.47,7.78,0.48,0.43,0.11,0.9,0.0
Jerome LeBanner,190.5,265.0,182.9,51.0,0.6,5,0.92,0.35,1.03,0.37,0.0,0.0,0.5,0.0
Chris Leben,180.3,185.0,185.4,43.4,0.6666666666666666,33,2.87,0.42,2.87,0.52,1.14,0.41,0.53,0.8
Mickael Lebout,180.3,155.0,185.4,36.4,0.6666666666666666,24,2.6,0.34,2.98,0.54,0.0,0.0,0.6,0.0
Stephen Ledbetter,175.3,145.0,182.9,41.5,0.7272727272727273,11,1.2,0.38,1.6,0.57,5.0,0.45,1.0,0.0
Justin Ledet,193.0,205.0,203.2,35.3,0.6923076923076923,13,3.35,0.39,4.82,0.49,0.23,0.5,0.42,0.2
James Lee,180.3,205.0,182.9,50.3,0.8333333333333334,18,1.4,0.42,3.72,0.27,8.49,0.5,0.0,6.9829999999999925
David Lee,177.8,155.0,182.9,35.7,0.5454545454545454,22,1.49,0.5,3.31,0.42,0.0,0.0,0.5,0.0
Jackie Lee,177.8,155.0,182.9,36.8,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eun Soo Lee,185.4,215.0,182.9,41.8,0.8095238095238095,21,0.0,0.0,3.05,0.6,0.0,0.0,0.5,0.0
Tae Hyun Lee,198.1,265.0,182.9,49.0,0.3333333333333333,3,1.37,0.31,3.89,0.54,5.15,1.0,0.0,0.0
Tommy Lee,170.2,145.0,182.9,46.9,0.8064516129032258,31,0.0,0.0,0.3,0.75,4.57,0.33,0.0,0.0
Matt Lee,180.3,155.0,182.9,52.5,0.56,25,0.0,0.0,9.68,0.21,0.0,0.0,0.0,0.0
Imani Lee,177.8,155.0,182.9,46.5,0.3333333333333333,6,0.0,0.0,0.94,0.33,0.0,0.0,0.0,0.0
Vaughan Lee,167.6,125.0,167.6,41.2,0.5,28,3.47,0.47,2.07,0.7,0.81,0.33,0.72,1.0
Kevin Lee,175.3,170.0,195.6,31.3,0.6923076923076923,26,3.88,0.42,3.6,0.5,3.18,0.43,0.75,0.8
Rocky Lee,175.3,145.0,182.9,36.7,0.6,5,2.47,0.51,5.33,0.44,1.0,0.1,0.33,0.0
Andrea Lee,167.6,125.0,175.3,34.9,0.5416666666666666,24,4.62,0.45,3.91,0.61,1.65,0.52,0.53,0.6
JeongYeong Lee,177.8,145.0,185.4,28.1,0.7857142857142857,14,3.38,0.49,3.82,0.5,0.63,0.66,0.72,0.3
JungHyun Lee,165.1,125.0,165.1,21.6,0.8888888888888888,9,4.27,0.39,6.2,0.38,0.0,0.0,0.64,0.0
ChangHo Lee,172.7,135.0,175.3,29.6,0.8461538461538461,13,3.88,0.66,2.13,0.37,3.2,0.34,0.4,0.3
Macksom Lee,185.4,135.0,190.5,25.0,0.9,10,0.87,0.44,2.13,0.5,0.0,0.0,0.63,1.0
Ricky Legere Jr.,172.7,170.0,182.9,38.0,0.7777777777777778,18,1.07,0.41,1.53,0.6,5.0,0.41,0.0,0.0
Sherron Leggett,172.7,155.0,182.9,45.2,0.7777777777777778,27,2.86,0.51,2.08,0.47,5.19,0.8,0.33,0.0
Cheyden Leialoha,172.7,135.0,185.4,29.8,1.0,6,1.87,0.28,3.2,0.53,2.0,0.33,0.71,0.0
Claudia Leite,160.0,135.0,162.6,27.2,0.7272727272727273,11,1.27,0.47,1.73,0.57,1.0,0.25,0.0,1.0
Thales Leites,185.4,185.0,198.1,42.3,0.7567567567567568,37,2.13,0.4,2.99,0.52,2.1,0.27,0.3,1.1
Stefan Leko,188.0,215.0,182.9,49.6,0.0,3,2.4,0.43,6.17,0.68,0.0,0.0,0.0,0.0
Gabe Lemley,172.7,155.0,182.9,36.8,0.5909090909090909,22,0.82,0.35,6.03,0.45,0.0,0.0,0.0,0.0
Giacomo Lemos,190.5,247.0,190.5,34.5,1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christophe Leninger,182.9,200.0,182.9,36.8,0.42857142857142855,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jesse Lennox,175.3,170.0,182.9,41.8,0.7777777777777778,18,2.69,0.32,3.2,0.64,1.22,0.66,0.63,0.3
Jean Francois Lenogue,182.9,185.0,182.9,51.1,0.4444444444444444,36,1.13,0.34,0.27,0.6,0.0,0.0,0.33,0.0
Nik Lentz,172.7,145.0,172.7,39.4,0.6818181818181818,44,3.44,0.47,3.25,0.5,3.3,0.32,0.43,1.2
Alberta Cerra Leon,172.7,238.0,182.9,36.8,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Victoria Leonardo,165.1,125.0,162.6,33.9,0.5625,16,3.22,0.38,4.81,0.47,1.57,0.27,0.71,0.0
Anthony Leone,167.6,135.0,182.9,36.6,0.6521739130434783,23,1.94,0.53,2.52,0.56,1.72,0.18,0.0,0.0
Chad Leonhardt,182.9,170.0,182.9,43.9,0.6923076923076923,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kimo Leopoldo,190.5,235.0,182.9,56.0,0.5555555555555556,18,0.76,0.75,2.12,0.3,4.55,1.0,0.0,2.3
Michael Lerma,177.8,155.0,182.9,50.1,0.0,1,0.0,0.0,6.47,0.45,0.0,0.0,0.0,0.0
Lukasz Les,177.8,170.0,182.9,42.2,0.7272727272727273,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brock Lesnar,190.5,265.0,203.2,46.5,0.625,8,3.53,0.72,2.11,0.5,3.9,0.55,0.6,0.5
Frank Lester,180.3,170.0,182.9,39.6,0.6470588235294118,17,2.18,0.36,3.82,0.53,0.0,0.0,0.0,0.0
Valerie Letourneau,170.2,115.0,172.7,40.7,0.5714285714285714,14,4.51,0.37,5.4,0.58,0.77,0.45,0.66,0.3
Leah Letson,170.2,145.0,180.3,31.4,0.625,8,3.06,0.41,3.84,0.52,0.51,0.5,0.76,0.0
Justin Levens,180.3,185.0,182.9,43.7,0.5882352941176471,17,1.24,0.47,3.15,0.37,1.69,0.5,0.33,5.1
Marcus LeVesseur,175.3,155.0,177.8,41.5,0.7586206896551724,29,2.55,0.64,3.7,0.37,3.89,0.36,0.83,0.6
David Levicki,195.6,265.0,182.9,36.8,0.25,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Levinton,177.8,155.0,182.9,36.8,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Natan Levy,175.3,155.0,180.3,32.3,0.8,10,3.7,0.52,3.19,0.58,5.03,0.58,0.41,0.5
John Lewis,182.9,155.0,182.9,36.8,0.3,10,0.0,0.0,4.0,0.66,0.0,0.0,0.0,0.0
Bevon Lewis,190.5,185.0,200.7,32.7,0.7,10,3.73,0.43,2.67,0.54,0.0,0.0,0.66,0.0
Brandon Lewis,162.6,135.0,177.8,26.4,0.75,8,2.17,0.29,3.63,0.53,1.0,0.15,0.2,0.0
Malik Lewis,182.9,155.0,190.5,27.8,0.75,8,4.16,0.45,5.66,0.4,3.98,0.4,0.5,0.0
Chi Lewis-Parry,198.1,243.0,182.9,40.4,0.875,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Li Jingliang,182.9,170.0,180.3,35.8,0.6785714285714286,28,4.46,0.42,3.95,0.56,1.19,0.41,0.6,0.0
Li Yunfeng,172.7,135.0,172.7,24.8,0.6428571428571429,14,0.53,0.29,2.55,0.35,0.0,0.0,0.5,0.0
Liang Na,165.1,125.0,170.2,27.4,0.7037037037037037,27,1.99,0.42,3.95,0.36,3.6,0.58,0.25,0.5
Jess Liaudin,175.3,170.0,182.9,36.8,0.6451612903225806,31,2.46,0.51,2.76,0.41,3.28,0.53,0.3,1.6
Chuck Liddell,188.0,205.0,193.0,54.0,0.7241379310344828,29,2.97,0.35,2.71,0.56,0.44,0.75,0.81,0.0
Rodrigo Lidio,180.3,155.0,185.4,34.5,0.8,15,0.97,0.5,0.0,0.7982999999999993,0.0,0.0,0.5,0.0
Sam Liera,177.8,155.0,182.9,40.1,0.5454545454545454,22,0.82,0.6,7.36,0.51,0.0,0.0,0.66,0.0
Zach Light,172.7,170.0,182.9,49.9,0.45,20,0.81,0.33,1.9,0.48,1.36,1.0,0.0,0.0
Scott Lighty,188.0,205.0,182.9,45.2,0.75,8,2.91,0.21,4.24,0.49,0.0,0.0,0.0,0.0
Chris Liguori,175.3,185.0,182.9,36.8,0.6,25,0.29,0.33,1.44,0.0,0.0,0.0,0.5,0.0
Donnie Liles,175.3,170.0,182.9,36.8,0.7083333333333334,24,2.25,0.41,1.75,0.65,2.5,0.28,0.0,1.2
Jae Suk Lim,175.3,170.0,182.9,44.1,0.7391304347826086,23,2.43,0.5,4.05,0.37,8.49,1.0,1.0,0.0
Hyun Gyu Lim,190.5,170.0,195.6,39.0,0.6190476190476191,21,4.45,0.41,5.07,0.51,0.23,1.0,0.73,0.2
Juliana Lima,165.1,115.0,165.1,41.8,0.6428571428571429,14,1.94,0.44,2.11,0.55,1.72,0.31,0.7,0.0
Dhiego Lima,188.0,170.0,190.5,34.9,0.6538461538461539,26,3.12,0.39,3.88,0.58,1.26,0.34,0.73,0.6
Douglas Lima,185.4,170.0,182.9,36.0,0.8285714285714286,35,1.92,0.36,2.84,0.6,0.6,1.0,0.46,0.0
Mabelly Lima,157.5,135.0,182.9,29.9,0.875,8,3.07,0.63,5.67,0.44,0.0,0.0,1.0,0.0
Miguel Linares,177.8,155.0,182.9,36.8,0.3333333333333333,6,6.51,0.5,8.84,0.36,0.0,0.0,0.0,0.0
Emiliano Linares,172.7,145.0,182.9,26.7,0.8,10,1.17,0.28,3.59,0.26,0.0,0.0,0.33,0.0
Matt Lindland,182.9,185.0,188.0,53.6,0.7096774193548387,31,2.62,0.5,1.56,0.52,3.01,0.48,0.6,1.3
Jake Lindsey,180.3,155.0,182.9,37.5,0.631578947368421,19,3.44,0.52,4.01,0.46,0.65,0.33,0.5,0.0
John Lineker,160.0,135.0,170.2,33.6,0.775,40,5.36,0.4,4.27,0.56,0.56,0.58,0.67,0.6
Austin Lingo,177.8,145.0,177.8,29.5,0.75,12,3.86,0.37,4.86,0.57,0.43,0.66,0.75,0.0
Lucio Linhares,188.0,185.0,182.9,50.1,0.7037037037037037,27,0.99,0.22,3.47,0.34,1.86,0.5,0.5,1.9
Philipe Lins,188.0,205.0,198.1,38.4,0.782608695652174,23,3.8,0.49,3.59,0.46,1.65,0.33,1.0,0.0
Tainara Lisboa,170.2,135.0,170.2,32.8,0.6363636363636364,11,2.01,0.44,2.88,0.45,1.67,0.31,0.53,0.3
Dean Lister,185.4,185.0,190.5,47.9,0.65,20,1.26,0.35,1.89,0.61,1.58,0.15,0.5,1.1
Wesley Little,193.0,205.0,182.9,36.8,0.3333333333333333,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Llontop,182.9,155.0,185.4,24.4,0.7368421052631579,19,5.57,0.41,4.12,0.57,0.0,0.0,0.54,0.0
Abner Lloveras,180.3,155.0,182.9,41.3,0.6666666666666666,30,6.27,0.49,6.87,0.43,2.0,0.2,0.0,0.0
Brian Lo-A-Njoe,170.2,155.0,182.9,47.9,0.3157894736842105,19,3.87,0.42,0.0,0.0,0.0,0.0,0.66,0.0
John Lober,180.3,199.0,182.9,55.8,0.2777777777777778,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Artem Lobov,175.3,145.0,165.1,37.4,0.4482758620689655,29,3.52,0.41,4.82,0.5,0.39,0.25,0.52,0.0
Dylan Lockard,175.3,145.0,182.9,31.6,0.75,8,1.31,0.53,3.31,0.52,2.31,0.4,0.28,1.2
Ryan Loder,188.0,185.0,193.0,32.6,0.7272727272727273,11,5.1,0.69,2.46,0.5,1.37,0.14,1.0,1.4
Sean Loeffler,190.5,185.0,182.9,41.6,0.8611111111111112,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Lohsen,188.0,155.0,195.6,28.9,0.6666666666666666,6,5.27,0.49,6.93,0.44,0.0,0.0,0.0,2.0
David Loiseau,182.9,185.0,193.0,44.0,0.6764705882352942,34,1.59,0.44,3.64,0.43,0.43,0.42,0.36,0.1
Hector Lombard,175.3,185.0,180.3,45.9,0.7555555555555555,45,3.02,0.46,3.35,0.53,1.69,0.48,0.77,0.5
Michael Lombardo,182.9,170.0,182.9,33.7,0.8461538461538461,13,1.47,0.62,2.63,0.31,2.5,0.21,0.6,0.0
Rocky Long,177.8,145.0,182.9,45.9,0.3559322033898305,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas Longacre,175.3,145.0,182.9,36.8,0.8571428571428571,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ange Loosa,177.8,170.0,188.0,30.8,0.6666666666666666,15,5.46,0.46,6.59,0.52,2.53,0.39,0.83,0.2
Lucas Lopes,188.0,185.0,182.9,44.2,0.6041666666666666,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dileno Lopes,165.1,135.0,182.9,39.3,0.8636363636363636,22,2.37,0.36,3.33,0.53,2.5,0.31,1.0,1.5
Arthur Lopes,188.0,234.0,195.6,30.9,0.75,8,8.906399999999994,0.41,12.814899999999998,0.45,0.0,0.0,0.0,0.0
Ivan Lopez,167.6,135.0,182.9,36.8,0.7777777777777778,18,0.9,0.26,2.24,0.65,0.0,0.0,0.3,0.0
Steve Lopez,180.3,155.0,182.9,39.4,0.65,20,1.39,0.24,2.69,0.62,0.0,0.0,0.37,0.0
Federico Lopez,162.6,139.0,182.9,40.0,0.625,16,1.78,0.23,5.35,0.3,0.0,0.0,0.0,0.0
Jorge Lopez,177.8,170.0,182.9,35.1,0.6875,16,2.47,0.59,2.57,0.5,3.5,0.41,0.81,0.0
Christopher Lopez,177.8,170.0,182.9,37.9,0.9,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matthew Lopez,170.2,135.0,175.3,36.9,0.7142857142857143,14,3.13,0.5,3.73,0.55,3.32,0.6,0.71,1.3
Benito Lopez,177.8,135.0,185.4,29.7,0.8333333333333334,12,4.39,0.45,5.18,0.56,0.0,0.0,0.73,0.3
Gustavo Lopez,165.1,135.0,170.2,34.5,0.631578947368421,19,2.48,0.4,3.87,0.57,1.74,0.41,0.31,0.7
Brendan Loughnane,177.8,145.0,177.8,34.1,0.85,20,6.23,0.63,6.7,0.53,1.5,0.3,0.92,0.0
Nate Loughran,188.0,185.0,182.9,43.4,0.8461538461538461,13,1.81,0.4,4.11,0.59,0.0,0.0,0.0,2.1
Caolan Loughran,167.6,135.0,172.7,27.6,0.8333333333333334,12,4.73,0.42,5.2,0.52,3.0,0.34,0.87,0.0
Rashard Lovelace,177.8,155.0,182.9,36.8,0.8,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ian Loveland,172.7,145.0,182.9,40.3,0.6428571428571429,28,2.71,0.4,2.36,0.64,1.0,0.37,0.69,0.3
Jakob Lovstad,190.5,205.0,182.9,44.0,0.7333333333333333,15,0.0,0.0,9.43,0.35,0.0,0.0,0.0,0.0
Waylon Lowe,170.2,145.0,182.9,43.2,0.6956521739130435,23,1.88,0.55,2.4,0.53,4.47,0.55,0.83,0.3
Brandon Lowe,177.8,155.0,182.9,36.8,0.6666666666666666,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Lowry,180.3,155.0,185.4,34.1,0.8181818181818182,11,3.97,0.34,4.25,0.63,0.0,0.0,0.0,0.0
Lu Kai,175.3,145.0,175.3,29.8,0.6153846153846154,13,3.76,0.43,5.51,0.55,2.62,0.5,1.0,2.6
Lu Zhengyong,177.8,125.0,182.9,36.8,0.631578947368421,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert Lucarelli,188.0,245.0,182.9,36.8,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Lucas,185.4,205.0,182.9,50.0,0.8333333333333334,18,1.27,0.48,3.93,0.4,1.0,0.1,0.0,0.0
Cleber Luciano,167.6,155.0,182.9,36.8,0.7,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iasmin Lucindo,160.0,115.0,167.6,22.0,0.75,24,3.22,0.45,2.8,0.62,2.28,0.55,0.68,0.1
Duane Ludwig,177.8,170.0,177.8,45.4,0.6,35,4.62,0.44,3.05,0.57,0.43,0.25,0.59,0.1
Mike Lullo,172.7,145.0,182.9,44.4,0.7272727272727273,11,2.48,0.36,4.84,0.4,1.18,0.11,0.0,0.6
Juan Andres Luna,170.2,125.0,182.9,28.4,0.9230769230769231,13,3.27,0.31,3.0,0.65,0.0,0.0,0.0,0.0
Paula Luna,157.5,125.0,160.0,24.5,0.625,8,0.65,0.5,6.2,0.17,0.0,0.0,0.0,0.0
Dalcha Lungiambula,172.7,185.0,193.0,36.4,0.6470588235294118,17,3.07,0.45,3.93,0.52,2.14,0.45,0.77,0.0
Alexandru Lungu,182.9,265.0,182.9,49.3,0.7777777777777778,18,3.61,0.66,7.22,0.4,0.0,0.0,0.0,0.0
Thaddeus Luster,190.5,210.0,182.9,36.8,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Travis Lutter,180.3,185.0,190.5,50.6,0.625,16,0.41,0.32,2.42,0.42,1.95,0.24,0.3,0.7
Joilton Lutterbach,185.4,185.0,190.5,31.2,0.8085106382978723,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tucker Lutz,172.7,145.0,182.9,29.5,0.75,16,3.74,0.46,3.25,0.44,1.99,0.44,0.69,0.2
Lv Zhenhong,172.7,145.0,170.2,30.5,0.7272727272727273,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stevie Lynch,177.8,170.0,182.9,36.8,0.7142857142857143,7,2.47,0.25,7.06,0.41,0.0,0.0,0.0,0.0
Adam Lynn,177.8,155.0,182.9,46.1,0.6296296296296297,27,1.47,0.63,6.95,0.1,0.0,0.0,0.5,0.0
Chris Lytle,180.3,170.0,172.7,49.4,0.5740740740740741,54,3.76,0.45,3.03,0.58,0.7,0.55,0.55,2.4
Dong Hyun Ma,180.3,155.0,177.8,35.3,0.5333333333333333,30,2.84,0.41,4.1,0.54,1.27,0.53,0.33,0.0
Pawan Maan,170.2,155.0,177.8,37.7,0.6363636363636364,11,0.89,0.44,2.98,0.43,0.0,0.0,0.0,0.0
William Macario,180.3,170.0,190.5,32.5,0.75,12,4.92,0.54,3.96,0.65,1.85,0.45,0.78,0.0
Jason MacDonald,190.5,185.0,203.2,48.6,0.6097560975609756,41,1.55,0.52,2.7,0.46,1.43,0.16,0.35,2.0
Rob MacDonald,190.5,205.0,198.1,45.3,0.5555555555555556,9,1.8,0.5,2.04,0.46,7.19,0.8,0.8,5.4
Rory MacDonald,182.9,170.0,193.0,34.4,0.8260869565217391,23,3.75,0.42,2.8,0.62,1.77,0.47,0.88,0.4
Ryan MacDonald,180.3,135.0,180.3,30.8,0.8333333333333334,12,2.28,0.29,6.49,0.45,0.0,0.0,0.0,0.0
Clayton MacFarlane,177.8,170.0,182.9,36.8,0.8,5,1.33,0.52,1.82,0.55,1.05,0.33,0.37,0.0
Ilima Macfarlane,162.6,125.0,182.9,36.8,1.0,6,4.13,0.43,2.93,0.65,0.0,0.0,0.5,1.0
Caio Machado,193.0,250.0,198.1,29.5,0.6153846153846154,13,5.82,0.53,2.87,0.63,0.0,0.0,0.82,0.0
Lyoto Machida,185.4,185.0,188.0,45.6,0.75,32,2.59,0.53,1.57,0.61,1.21,0.65,0.75,0.4
War Machine,180.3,170.0,182.9,42.1,0.7368421052631579,19,2.32,0.6,3.17,0.43,1.16,0.5,0.4,0.0
Anthony Macias,175.3,185.0,182.9,54.9,0.5909090909090909,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pauline Macias,162.6,115.0,162.6,35.5,0.8,5,0.8,0.29,4.6,0.42,2.0,0.18,0.0,0.0
Reza Madadi,180.3,155.0,185.4,45.5,0.7,20,2.51,0.46,3.31,0.66,3.17,0.33,0.89,0.5
Don Madge,182.9,155.0,182.9,33.1,0.6923076923076923,13,2.08,0.52,0.74,0.67,2.22,0.25,0.8,0.7
Ryan Madigan,182.9,170.0,182.9,36.8,0.625,8,0.0,0.0,3.35,0.47,0.0,0.0,0.0,0.0
Victor Madrigal,170.2,135.0,180.3,33.4,0.75,20,2.31,0.38,9.56,0.5,0.0,0.0,0.0,0.0
Jon Madsen,182.9,240.0,182.9,43.9,0.8,10,2.46,0.41,1.18,0.7982999999999993,1.32,0.71,0.7,0.0
Mark Madsen,172.7,155.0,182.9,39.3,0.8571428571428571,14,3.56,0.49,3.97,0.52,2.86,0.66,0.62,0.0
Yoshiro Maeda,170.2,139.0,172.7,42.2,0.625,56,2.36,0.33,2.55,0.63,2.93,0.51,0.5,0.7
Leonardo Mafra,177.8,155.0,177.8,34.7,0.7647058823529411,17,4.55,0.48,4.38,0.43,2.12,0.83,0.69,0.4
Vinny Magalhaes,190.5,205.0,190.5,39.5,0.6086956521739131,23,2.14,0.24,3.97,0.68,1.55,0.44,0.66,0.8
Vinicius Magalhaes,177.8,145.0,182.9,52.4,0.6666666666666666,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caio Magalhaes,185.4,185.0,185.4,36.0,0.7692307692307693,13,2.27,0.4,2.78,0.56,1.05,0.15,0.58,1.6
Bernardo Magalhaes,175.3,155.0,182.9,42.7,0.7647058823529411,17,1.8,0.27,3.37,0.68,0.0,0.0,0.0,0.5
Eric Magana,177.8,155.0,182.9,36.8,0.5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Magana,177.8,170.0,182.9,36.8,0.75,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angela Magana,157.5,115.0,165.1,40.4,0.55,20,1.53,0.28,4.92,0.42,0.4,0.25,0.28,0.4
Raimond Magomedaliev,185.4,170.0,190.5,33.6,0.8333333333333334,12,4.07,0.41,4.75,0.41,0.0,0.0,0.0,0.0
Ibragim Magomedov,182.9,250.0,182.9,48.6,0.7096774193548387,31,0.26,0.04,3.86,0.42,0.0,0.0,0.0,0.0
